FIRST_SWITCHED,IN_BYTES,IN_PKTS,IPV4_DST_ADDR,L4_DST_PORT,L4_SRC_PORT,LAST_SWITCHED,PROTOCOL,SRC_TOS,TCP_FLAGS,IP,DURATION,device_model,partition,SRC_AS,DST_AS,INPUT_SNMP,OUTPUT_SNMP,IPV4_SRC_ADDR,MAC,category,type,date,inter_arrival_time
1579595645.0,116.0,2.0,172.217.20.74,443.0,60449.0,1579591426.0,6.0,0.0,16.0,172.217,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579595645.0,168172.0,135.0,102.132.108.61,443.0,52629.0,1579591441.0,6.0,0.0,24.0,102,4204.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579595656.0,436.0,7.0,216.58.208.106,443.0,49522.0,1579591439.0,6.0,0.0,16.0,216.58.208,4217.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,11.0
1579595656.0,372.0,6.0,216.58.208.106,443.0,49521.0,1579591439.0,6.0,0.0,16.0,216.58.208,4217.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579595657.0,372.0,6.0,172.217.168.205,443.0,42378.0,1579591439.0,6.0,0.0,16.0,172.217,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579595657.0,320.0,5.0,172.217.20.74,443.0,60455.0,1579591439.0,6.0,0.0,16.0,172.217,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579595686.0,294.0,4.0,102.132.108.61,443.0,52629.0,1579591468.0,6.0,0.0,24.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,29.0
1579595707.0,426.0,5.0,102.132.108.61,443.0,52629.0,1579591490.0,6.0,0.0,24.0,102,4217.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,21.0
1579595726.0,706.0,8.0,102.132.108.61,443.0,52629.0,1579591515.0,6.0,0.0,24.0,102,4211.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,19.0
1579595766.0,196.0,3.0,102.132.108.61,443.0,52629.0,1579591548.0,6.0,0.0,24.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,40.0
1579595766.0,244.0,4.0,31.13.90.2,443.0,46165.0,1579591548.0,6.0,0.0,16.0,31,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579595766.0,244.0,4.0,31.13.90.2,443.0,46163.0,1579591548.0,6.0,0.0,16.0,31,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579595767.0,52.0,1.0,31.13.90.2,443.0,46164.0,1579591548.0,6.0,0.0,20.0,31,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579595795.0,707.0,7.0,102.132.108.61,443.0,52629.0,1579591579.0,6.0,0.0,24.0,102,4216.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,28.0
1579595905.0,753.0,6.0,102.132.108.61,443.0,52629.0,1579591689.0,6.0,0.0,24.0,102,4216.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,110.0
1579595943.0,230.0,3.0,102.132.108.61,443.0,52629.0,1579591724.0,6.0,0.0,24.0,102,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,38.0
1579595957.0,130.0,2.0,108.177.127.188,5228.0,33583.0,1579591738.0,6.0,0.0,24.0,108,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,14.0
1579595985.0,5592.0,36.0,102.132.108.61,443.0,52629.0,1579591770.0,6.0,0.0,24.0,102,4215.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,28.0
1579596066.0,196.0,3.0,102.132.108.61,443.0,52629.0,1579591848.0,6.0,0.0,24.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,81.0
1579596067.0,1630.0,15.0,173.194.69.109,993.0,44088.0,1579591850.0,6.0,0.0,26.0,173.194,4217.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579596069.0,11529.0,28.0,172.217.20.68,443.0,60436.0,1579591853.0,17.0,0.0,0.0,172.217,4216.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,2.0
1579596218.0,249.0,4.0,102.132.108.61,443.0,52629.0,1579592001.0,6.0,0.0,24.0,102,4217.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,149.0
1579596306.0,64.0,1.0,102.132.108.61,443.0,52629.0,1579592087.0,6.0,0.0,16.0,102,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,88.0
1579596307.0,52.0,1.0,31.13.90.2,443.0,46165.0,1579592089.0,6.0,0.0,20.0,31,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579596307.0,52.0,1.0,31.13.90.2,443.0,46163.0,1579592089.0,6.0,0.0,20.0,31,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596307.0,52.0,1.0,172.104.230.200,443.0,43311.0,1579592089.0,6.0,0.0,20.0,172.104,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596366.0,194.0,3.0,102.132.108.61,443.0,52629.0,1579592148.0,6.0,0.0,24.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,59.0
1579596508.0,132.0,2.0,108.177.127.188,5228.0,33583.0,1579592289.0,6.0,0.0,24.0,108,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,142.0
1579596517.0,434.0,4.0,102.132.108.61,443.0,52629.0,1579592300.0,6.0,0.0,24.0,102,4217.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,9.0
1579596606.0,157.0,2.0,52.210.219.87,5223.0,50965.0,1579592388.0,6.0,0.0,24.0,52,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,89.0
1579596666.0,308.0,5.0,102.132.108.61,443.0,52629.0,1579592448.0,6.0,0.0,25.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,60.0
1579596666.0,60.0,1.0,102.132.108.61,5222.0,43299.0,1579592448.0,6.0,0.0,2.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596716.0,2827.0,35.0,108.177.119.109,993.0,58593.0,1579592501.0,6.0,0.0,24.0,108,4215.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,50.0
1579596716.0,240.0,4.0,102.132.108.61,5222.0,43299.0,1579592511.0,6.0,0.0,2.0,102,4205.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596717.0,2619.0,12.0,102.132.108.16,443.0,42747.0,1579592499.0,6.0,0.0,26.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579596717.0,10525.0,23.0,216.58.211.106,443.0,53463.0,1579592499.0,6.0,0.0,26.0,216.58.211,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596717.0,11782.0,48.0,185.63.144.1,443.0,47098.0,1579592526.0,6.0,0.0,30.0,185.63,4191.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596717.0,1566.0,9.0,172.217.19.195,443.0,49803.0,1579592501.0,6.0,0.0,26.0,172.217,4216.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596718.0,4171.0,14.0,172.217.17.138,443.0,40438.0,1579592515.0,6.0,0.0,26.0,172.217,4203.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579596718.0,19903.0,51.0,216.58.208.110,443.0,40820.0,1579592518.0,17.0,0.0,0.0,216.58.208,4200.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596718.0,636.0,9.0,216.58.208.106,443.0,49522.0,1579592518.0,6.0,0.0,25.0,216.58.208,4200.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596718.0,2107.0,10.0,216.58.208.110,443.0,46520.0,1579592499.0,6.0,0.0,26.0,216.58.208,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596719.0,5220.0,46.0,172.217.20.106,443.0,51979.0,1579592501.0,6.0,0.0,26.0,172.217,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,1.0
1579596719.0,8217.0,15.0,216.58.211.106,443.0,53466.0,1579592501.0,6.0,0.0,26.0,216.58.211,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596719.0,5421.0,13.0,216.58.211.106,443.0,53468.0,1579592501.0,6.0,0.0,26.0,216.58.211,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596728.0,4261.0,11.0,216.58.211.106,443.0,53471.0,1579592526.0,6.0,0.0,30.0,216.58.211,4202.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,9.0
1579596731.0,1762.0,13.0,172.217.17.74,443.0,52994.0,1579592526.0,6.0,0.0,30.0,172.217,4205.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,3.0
1579596738.0,8359.0,22.0,172.217.17.138,443.0,40447.0,1579592520.0,6.0,0.0,27.0,172.217,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,7.0
1579596744.0,52.0,1.0,172.217.20.106,443.0,51979.0,1579592526.0,6.0,0.0,20.0,172.217,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,6.0
1579596744.0,52.0,1.0,102.132.108.16,443.0,42747.0,1579592526.0,6.0,0.0,20.0,102,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596744.0,52.0,1.0,216.58.208.110,443.0,46520.0,1579592526.0,6.0,0.0,20.0,216.58.208,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596744.0,52.0,1.0,172.217.19.195,443.0,49803.0,1579592526.0,6.0,0.0,20.0,172.217,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596827.0,398.0,6.0,108.177.127.188,5228.0,33583.0,1579592608.0,6.0,0.0,24.0,108,4219.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,83.0
1579596960.0,192.0,3.0,216.58.211.106,443.0,53463.0,1579592742.0,6.0,0.0,16.0,216.58.211,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,133.0
1579596960.0,128.0,2.0,216.58.211.106,443.0,53466.0,1579592742.0,6.0,0.0,16.0,216.58.211,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
1579596960.0,52.0,1.0,216.58.211.106,443.0,53468.0,1579592742.0,6.0,0.0,16.0,216.58.211,4218.0,smartphone.Samsung.Galaxy_Note_5,training,0.0,0.0,6.0,1.0,192.168.1.238,AC:5F:3E:48:15:C0,Non-IoT,smartphone,2020-01-21,0.0
